LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IRL,GDP,TOT,MLN_USD,A,1989,42893.792,E
IRL,GDP,TOT,MLN_USD,A,1990,48267.006,E
IRL,GDP,TOT,MLN_USD,A,1991,50862.158,E
IRL,GDP,TOT,MLN_USD,A,1992,53760.474,E
IRL,GDP,TOT,MLN_USD,A,1993,56516.651,E
IRL,GDP,TOT,MLN_USD,A,1994,61045.988,E
IRL,GDP,TOT,MLN_USD,A,1995,68330.817,
IRL,GDP,TOT,MLN_USD,A,1996,74479.708,
IRL,GDP,TOT,MLN_USD,A,1997,83169.499,
IRL,GDP,TOT,MLN_USD,A,1998,93160.909,
IRL,GDP,TOT,MLN_USD,A,1999,101534.479,
IRL,GDP,TOT,MLN_USD,A,2000,114937.732,
IRL,GDP,TOT,MLN_USD,A,2001,125913.057,
IRL,GDP,TOT,MLN_USD,A,2002,138490.842,
IRL,GDP,TOT,MLN_USD,A,2003,145005.765,
IRL,GDP,TOT,MLN_USD,A,2004,157655.24,
IRL,GDP,TOT,MLN_USD,A,2005,168336.081,
IRL,GDP,TOT,MLN_USD,A,2006,189031.104,
IRL,GDP,TOT,MLN_USD,A,2007,205753.769,
IRL,GDP,TOT,MLN_USD,A,2008,198299.13,
IRL,GDP,TOT,MLN_USD,A,2009,188086.888,
IRL,GDP,TOT,MLN_USD,A,2010,197013.028,
IRL,GDP,TOT,MLN_USD,A,2011,206471.066,
IRL,GDP,TOT,MLN_USD,A,2012,213240.963,
IRL,GDP,TOT,MLN_USD,A,2013,221159.998,
IRL,GDP,TOT,MLN_USD,A,2014,238002.345,
IRL,GDP,TOT,MLN_USD,A,2015,324570.163,
IRL,GDP,TOT,MLN_USD,A,2016,339999.931,
IRL,GDP,TOT,MLN_USD,A,2017,373770.633,
IRL,GDP,TOT,MLN_USD,A,2018,411097.963,
IRL,GDP,TOT,MLN_USD,A,2019,431623.426,
IRL,GDP,TOT,MLN_USD,A,2020,466350.781,
IRL,GDP,TOT,USD_CAP,A,1970,2457.287819,E
IRL,GDP,TOT,USD_CAP,A,1971,2646.321373,E
IRL,GDP,TOT,USD_CAP,A,1972,2895.16021,E
IRL,GDP,TOT,USD_CAP,A,1973,3147.001772,E
IRL,GDP,TOT,USD_CAP,A,1974,3517.940732,E
IRL,GDP,TOT,USD_CAP,A,1975,3993.472764,E
IRL,GDP,TOT,USD_CAP,A,1976,4204.521012,E
IRL,GDP,TOT,USD_CAP,A,1977,4767.476512,E
IRL,GDP,TOT,USD_CAP,A,1978,5400.219692,E
IRL,GDP,TOT,USD_CAP,A,1979,5931.322941,E
IRL,GDP,TOT,USD_CAP,A,1980,6601.56436,E
IRL,GDP,TOT,USD_CAP,A,1981,7375.419778,E
IRL,GDP,TOT,USD_CAP,A,1982,7924.750739,E
IRL,GDP,TOT,USD_CAP,A,1983,8156.432684,E
IRL,GDP,TOT,USD_CAP,A,1984,8758.693316,E
IRL,GDP,TOT,USD_CAP,A,1985,9282.923245,E
IRL,GDP,TOT,USD_CAP,A,1986,9426.647653,E
IRL,GDP,TOT,USD_CAP,A,1987,10107.33996,E
IRL,GDP,TOT,USD_CAP,A,1988,11047.22847,E
IRL,GDP,TOT,USD_CAP,A,1989,12220.45369,E
IRL,GDP,TOT,USD_CAP,A,1990,13766.97262,E
IRL,GDP,TOT,USD_CAP,A,1991,14424.88872,E
IRL,GDP,TOT,USD_CAP,A,1992,15122.4963,E
IRL,GDP,TOT,USD_CAP,A,1993,15813.27677,E
IRL,GDP,TOT,USD_CAP,A,1994,17023.42103,E
IRL,GDP,TOT,USD_CAP,A,1995,18973.93093,
IRL,GDP,TOT,USD_CAP,A,1996,20539.89362,
IRL,GDP,TOT,USD_CAP,A,1997,22697.24064,
IRL,GDP,TOT,USD_CAP,A,1998,25082.58476,
IRL,GDP,TOT,USD_CAP,A,1999,27041.62266,
IRL,GDP,TOT,USD_CAP,A,2000,30212.99659,
IRL,GDP,TOT,USD_CAP,A,2001,32587.80576,
IRL,GDP,TOT,USD_CAP,A,2002,35222.88196,
IRL,GDP,TOT,USD_CAP,A,2003,36278.79551,
IRL,GDP,TOT,USD_CAP,A,2004,38761.39742,
IRL,GDP,TOT,USD_CAP,A,2005,40465.54024,
IRL,GDP,TOT,USD_CAP,A,2006,44271.38347,
IRL,GDP,TOT,USD_CAP,A,2007,46760.27537,
IRL,GDP,TOT,USD_CAP,A,2008,44105.30562,
IRL,GDP,TOT,USD_CAP,A,2009,41436.63359,
IRL,GDP,TOT,USD_CAP,A,2010,43206.80007,
IRL,GDP,TOT,USD_CAP,A,2011,45095.40402,
IRL,GDP,TOT,USD_CAP,A,2012,46382.57421,
IRL,GDP,TOT,USD_CAP,A,2013,47869.6735,
IRL,GDP,TOT,USD_CAP,A,2014,51156.24772,
IRL,GDP,TOT,USD_CAP,A,2015,69119.70393,
IRL,GDP,TOT,USD_CAP,A,2016,71594.09569,
IRL,GDP,TOT,USD_CAP,A,2017,77832.00899,
IRL,GDP,TOT,USD_CAP,A,2018,84576.74652,
IRL,GDP,TOT,USD_CAP,A,2019,87600.62339,
IRL,GDP,TOT,USD_CAP,A,2020,93638.60535,
ITA,GDP,TOT,MLN_USD,A,1970,195385.195,E
ITA,GDP,TOT,MLN_USD,A,1971,209021.977,E
ITA,GDP,TOT,MLN_USD,A,1972,226104.842,E
ITA,GDP,TOT,MLN_USD,A,1973,255489.964,E
ITA,GDP,TOT,MLN_USD,A,1974,293797.566,E
ITA,GDP,TOT,MLN_USD,A,1975,314301.248,E
ITA,GDP,TOT,MLN_USD,A,1976,355226.123,E
ITA,GDP,TOT,MLN_USD,A,1977,386958.342,E
ITA,GDP,TOT,MLN_USD,A,1978,427596.217,E
ITA,GDP,TOT,MLN_USD,A,1979,490667.17,E
ITA,GDP,TOT,MLN_USD,A,1980,553339.744,E
ITA,GDP,TOT,MLN_USD,A,1981,610811.018,E
ITA,GDP,TOT,MLN_USD,A,1982,651230.852,E
ITA,GDP,TOT,MLN_USD,A,1983,684650.631,E
ITA,GDP,TOT,MLN_USD,A,1984,732233.416,E
ITA,GDP,TOT,MLN_USD,A,1985,776526.348,E
ITA,GDP,TOT,MLN_USD,A,1986,814820.514,E
ITA,GDP,TOT,MLN_USD,A,1987,861621.379,E
ITA,GDP,TOT,MLN_USD,A,1988,929428.837,E
ITA,GDP,TOT,MLN_USD,A,1989,998592.913,E
ITA,GDP,TOT,MLN_USD,A,1990,1056545.654,E
ITA,GDP,TOT,MLN_USD,A,1991,1109079.592,E
ITA,GDP,TOT,MLN_USD,A,1992,1143818.172,E
ITA,GDP,TOT,MLN_USD,A,1993,1160944.771,E
ITA,GDP,TOT,MLN_USD,A,1994,1211241.323,E
ITA,GDP,TOT,MLN_USD,A,1995,1272339.624,
ITA,GDP,TOT,MLN_USD,A,1996,1310778.513,
ITA,GDP,TOT,MLN_USD,A,1997,1358305.262,
ITA,GDP,TOT,MLN_USD,A,1998,1423868.237,
ITA,GDP,TOT,MLN_USD,A,1999,1457193.11,
ITA,GDP,TOT,MLN_USD,A,2000,1541560.802,
ITA,GDP,TOT,MLN_USD,A,2001,1597196.303,
ITA,GDP,TOT,MLN_USD,A,2002,1639680.501,
ITA,GDP,TOT,MLN_USD,A,2003,1673369.915,
ITA,GDP,TOT,MLN_USD,A,2004,1704872.813,
ITA,GDP,TOT,MLN_USD,A,2005,1746658.11,
ITA,GDP,TOT,MLN_USD,A,2006,1886981.526,
ITA,GDP,TOT,MLN_USD,A,2007,1995154.341,
ITA,GDP,TOT,MLN_USD,A,2008,2089717.307,
ITA,GDP,TOT,MLN_USD,A,2009,2044872.135,
ITA,GDP,TOT,MLN_USD,A,2010,2084102.928,
ITA,GDP,TOT,MLN_USD,A,2011,2173169.961,
ITA,GDP,TOT,MLN_USD,A,2012,2172383.108,
ITA,GDP,TOT,MLN_USD,A,2013,2187376.607,
ITA,GDP,TOT,MLN_USD,A,2014,2200256.409,
ITA,GDP,TOT,MLN_USD,A,2015,2240922.483,
ITA,GDP,TOT,MLN_USD,A,2016,2420672.141,
ITA,GDP,TOT,MLN_USD,A,2017,2517184.468,
ITA,GDP,TOT,MLN_USD,A,2018,2597415.535,
ITA,GDP,TOT,MLN_USD,A,2019,2650882.44,
ITA,GDP,TOT,MLN_USD,A,2020,2496077.112,
ITA,GDP,TOT,USD_CAP,A,1970,3630.217344,E
ITA,GDP,TOT,USD_CAP,A,1971,3865.51596,E
ITA,GDP,TOT,USD_CAP,A,1972,4157.768249,E
ITA,GDP,TOT,USD_CAP,A,1973,4666.364033,E
ITA,GDP,TOT,USD_CAP,A,1974,5331.024643,E
ITA,GDP,TOT,USD_CAP,A,1975,5669.112173,E
ITA,GDP,TOT,USD_CAP,A,1976,6375.394134,E
ITA,GDP,TOT,USD_CAP,A,1977,6915.478076,E
ITA,GDP,TOT,USD_CAP,A,1978,7614.557123,E
ITA,GDP,TOT,USD_CAP,A,1979,8712.485947,E
ITA,GDP,TOT,USD_CAP,A,1980,9805.09488,E
ITA,GDP,TOT,USD_CAP,A,1981,10808.84402,E
ITA,GDP,TOT,USD_CAP,A,1982,11517.34244,E
ITA,GDP,TOT,USD_CAP,A,1983,12103.97816,E
ITA,GDP,TOT,USD_CAP,A,1984,12942.31399,E
ITA,GDP,TOT,USD_CAP,A,1985,13721.21952,E
ITA,GDP,TOT,USD_CAP,A,1986,14397.08874,E
ITA,GDP,TOT,USD_CAP,A,1987,15222.48157,E
ITA,GDP,TOT,USD_CAP,A,1988,16412.50796,E
ITA,GDP,TOT,USD_CAP,A,1989,17620.63165,E
ITA,GDP,TOT,USD_CAP,A,1990,18627.65437,E
ITA,GDP,TOT,USD_CAP,A,1991,19534.47512,E
ITA,GDP,TOT,USD_CAP,A,1992,20138.67208,E
ITA,GDP,TOT,USD_CAP,A,1993,20427.73185,E
ITA,GDP,TOT,USD_CAP,A,1994,21308.38976,E
ITA,GDP,TOT,USD_CAP,A,1995,22382.88842,
ITA,GDP,TOT,USD_CAP,A,1996,23052.61339,
ITA,GDP,TOT,USD_CAP,A,1997,23875.82548,
ITA,GDP,TOT,USD_CAP,A,1998,25021.10009,
ITA,GDP,TOT,USD_CAP,A,1999,25602.38648,
ITA,GDP,TOT,USD_CAP,A,2000,27072.42624,
ITA,GDP,TOT,USD_CAP,A,2001,28030.92154,
ITA,GDP,TOT,USD_CAP,A,2002,28721.07628,
ITA,GDP,TOT,USD_CAP,A,2003,29153.1923,
ITA,GDP,TOT,USD_CAP,A,2004,29481.68563,
ITA,GDP,TOT,USD_CAP,A,2005,30028.48898,
ITA,GDP,TOT,USD_CAP,A,2006,32311.38283,
ITA,GDP,TOT,USD_CAP,A,2007,33956.49039,
ITA,GDP,TOT,USD_CAP,A,2008,35292.60186,
ITA,GDP,TOT,USD_CAP,A,2009,34335.57162,
ITA,GDP,TOT,USD_CAP,A,2010,34839.91696,
ITA,GDP,TOT,USD_CAP,A,2011,36203.32852,
ITA,GDP,TOT,USD_CAP,A,2012,36091.37396,
ITA,GDP,TOT,USD_CAP,A,2013,36267.92535,
ITA,GDP,TOT,USD_CAP,A,2014,36475.97606,
ITA,GDP,TOT,USD_CAP,A,2015,37206.33182,
ITA,GDP,TOT,USD_CAP,A,2016,40267.22262,
ITA,GDP,TOT,USD_CAP,A,2017,41951.46633,
ITA,GDP,TOT,USD_CAP,A,2018,43379.04136,
ITA,GDP,TOT,USD_CAP,A,2019,44381.75763,
ITA,GDP,TOT,USD_CAP,A,2020,41986.51143,
JPN,GDP,TOT,MLN_USD,A,1970,348311.195,E
JPN,GDP,TOT,MLN_USD,A,1971,383164.477,E
JPN,GDP,TOT,MLN_USD,A,1972,433359.001,E
JPN,GDP,TOT,MLN_USD,A,1973,493824.111,E
JPN,GDP,TOT,MLN_USD,A,1974,531666.83,E
JPN,GDP,TOT,MLN_USD,A,1975,598872.425,E
JPN,GDP,TOT,MLN_USD,A,1976,656945.857,E
JPN,GDP,TOT,MLN_USD,A,1977,728398.54,E
JPN,GDP,TOT,MLN_USD,A,1978,820734.63,E
JPN,GDP,TOT,MLN_USD,A,1979,937571.031,E
JPN,GDP,TOT,MLN_USD,A,1980,1051065.721,
JPN,GDP,TOT,MLN_USD,A,1981,1198948.293,
JPN,GDP,TOT,MLN_USD,A,1982,1315190.845,
JPN,GDP,TOT,MLN_USD,A,1983,1414853.663,
JPN,GDP,TOT,MLN_USD,A,1984,1531892.036,
JPN,GDP,TOT,MLN_USD,A,1985,1663042.38,
JPN,GDP,TOT,MLN_USD,A,1986,1752970.065,
JPN,GDP,TOT,MLN_USD,A,1987,1881295.464,
JPN,GDP,TOT,MLN_USD,A,1988,2079805.572,
JPN,GDP,TOT,MLN_USD,A,1989,2266339.954,
JPN,GDP,TOT,MLN_USD,A,1990,2466212.847,
JPN,GDP,TOT,MLN_USD,A,1991,2636747.277,
JPN,GDP,TOT,MLN_USD,A,1992,2719707.448,
JPN,GDP,TOT,MLN_USD,A,1993,2769753.951,
JPN,GDP,TOT,MLN_USD,A,1994,2856992.794,
JPN,GDP,TOT,MLN_USD,A,1995,2993644.743,
JPN,GDP,TOT,MLN_USD,A,1996,3143992.145,
JPN,GDP,TOT,MLN_USD,A,1997,3229588.927,
JPN,GDP,TOT,MLN_USD,A,1998,3224451.313,
JPN,GDP,TOT,MLN_USD,A,1999,3258971.755,
JPN,GDP,TOT,MLN_USD,A,2000,3461199.211,
JPN,GDP,TOT,MLN_USD,A,2001,3552841.441,
JPN,GDP,TOT,MLN_USD,A,2002,3647933.242,
JPN,GDP,TOT,MLN_USD,A,2003,3753919.246,
JPN,GDP,TOT,MLN_USD,A,2004,3938955.766,
JPN,GDP,TOT,MLN_USD,A,2005,4110440.486,
JPN,GDP,TOT,MLN_USD,A,2006,4300322.188,
JPN,GDP,TOT,MLN_USD,A,2007,4482081.29,
JPN,GDP,TOT,MLN_USD,A,2008,4517267.524,
JPN,GDP,TOT,MLN_USD,A,2009,4295628.986,
JPN,GDP,TOT,MLN_USD,A,2010,4525401.306,
JPN,GDP,TOT,MLN_USD,A,2011,4629400.467,
JPN,GDP,TOT,MLN_USD,A,2012,4799612.88,
JPN,GDP,TOT,MLN_USD,A,2013,5021591.104,
JPN,GDP,TOT,MLN_USD,A,2014,5034454.619,
JPN,GDP,TOT,MLN_USD,A,2015,5199915.223,
JPN,GDP,TOT,MLN_USD,A,2016,5158900.414,
JPN,GDP,TOT,MLN_USD,A,2017,5262254.967,
JPN,GDP,TOT,MLN_USD,A,2018,5401412.274,
JPN,GDP,TOT,MLN_USD,A,2019,5450405.17,
JPN,GDP,TOT,MLN_USD,A,2020,5335266.261,E
JPN,GDP,TOT,USD_CAP,A,1970,3350.728567,E
JPN,GDP,TOT,USD_CAP,A,1971,3649.770279,E
JPN,GDP,TOT,USD_CAP,A,1972,4072.296805,E
JPN,GDP,TOT,USD_CAP,A,1973,4534.578379,E
JPN,GDP,TOT,USD_CAP,A,1974,4815.595081,E
JPN,GDP,TOT,USD_CAP,A,1975,5358.162475,E
JPN,GDP,TOT,USD_CAP,A,1976,5812.598433,E
JPN,GDP,TOT,USD_CAP,A,1977,6381.987236,E
JPN,GDP,TOT,USD_CAP,A,1978,7125.928557,E
JPN,GDP,TOT,USD_CAP,A,1979,8072.90825,E
JPN,GDP,TOT,USD_CAP,A,1980,8978.863152,
JPN,GDP,TOT,USD_CAP,A,1981,10169.02421,
JPN,GDP,TOT,USD_CAP,A,1982,11077.34355,
JPN,GDP,TOT,USD_CAP,A,1983,11836.21388,
JPN,GDP,TOT,USD_CAP,A,1984,12733.4029,
JPN,GDP,TOT,USD_CAP,A,1985,13738.58834,
JPN,GDP,TOT,USD_CAP,A,1986,14408.76266,
JPN,GDP,TOT,USD_CAP,A,1987,15390.30476,
JPN,GDP,TOT,USD_CAP,A,1988,16944.11644,
JPN,GDP,TOT,USD_CAP,A,1989,18394.86996,
JPN,GDP,TOT,USD_CAP,A,1990,19951.40276,
JPN,GDP,TOT,USD_CAP,A,1991,21246.7851,
JPN,GDP,TOT,USD_CAP,A,1992,21833.2901,
JPN,GDP,TOT,USD_CAP,A,1993,22169.02745,
JPN,GDP,TOT,USD_CAP,A,1994,22834.75171,
JPN,GDP,TOT,USD_CAP,A,1995,23865.91364,
JPN,GDP,TOT,USD_CAP,A,1996,25009.68209,
JPN,GDP,TOT,USD_CAP,A,1997,25629.42066,
JPN,GDP,TOT,USD_CAP,A,1998,25520.19654,
JPN,GDP,TOT,USD_CAP,A,1999,25744.91658,
JPN,GDP,TOT,USD_CAP,A,2000,27289.85193,
JPN,GDP,TOT,USD_CAP,A,2001,27946.08314,
JPN,GDP,TOT,USD_CAP,A,2002,28633.69892,
JPN,GDP,TOT,USD_CAP,A,2003,29411.59288,
JPN,GDP,TOT,USD_CAP,A,2004,30837.17542,
JPN,GDP,TOT,USD_CAP,A,2005,32174.40011,
JPN,GDP,TOT,USD_CAP,A,2006,33638.84126,
JPN,GDP,TOT,USD_CAP,A,2007,35021.73222,
JPN,GDP,TOT,USD_CAP,A,2008,35278.74985,
JPN,GDP,TOT,USD_CAP,A,2009,33550.68955,
JPN,GDP,TOT,USD_CAP,A,2010,35342.82472,
JPN,GDP,TOT,USD_CAP,A,2011,36215.00627,
JPN,GDP,TOT,USD_CAP,A,2012,37628.67599,
JPN,GDP,TOT,USD_CAP,A,2013,39436.68259,
JPN,GDP,TOT,USD_CAP,A,2014,39559.76347,
JPN,GDP,TOT,USD_CAP,A,2015,40908.78155,
JPN,GDP,TOT,USD_CAP,A,2016,40642.70453,
JPN,GDP,TOT,USD_CAP,A,2017,41531.22162,
JPN,GDP,TOT,USD_CAP,A,2018,42718.15976,
JPN,GDP,TOT,USD_CAP,A,2019,43199.96108,
JPN,GDP,TOT,USD_CAP,A,2020,42441.60502,E
KOR,GDP,TOT,MLN_USD,A,1970,19360.946,
KOR,GDP,TOT,MLN_USD,A,1971,22487.595,
KOR,GDP,TOT,MLN_USD,A,1972,25152.141,
KOR,GDP,TOT,MLN_USD,A,1973,30483.038,
KOR,GDP,TOT,MLN_USD,A,1974,36386.53,
KOR,GDP,TOT,MLN_USD,A,1975,42873.785,
KOR,GDP,TOT,MLN_USD,A,1976,51213.792,
KOR,GDP,TOT,MLN_USD,A,1977,61106.159,
KOR,GDP,TOT,MLN_USD,A,1978,72567.984,
KOR,GDP,TOT,MLN_USD,A,1979,85403.228,
KOR,GDP,TOT,MLN_USD,A,1980,91585.339,
KOR,GDP,TOT,MLN_USD,A,1981,107515.66,
KOR,GDP,TOT,MLN_USD,A,1982,123676.871,
KOR,GDP,TOT,MLN_USD,A,1983,145712.222,
KOR,GDP,TOT,MLN_USD,A,1984,166898.807,
KOR,GDP,TOT,MLN_USD,A,1985,185673.604,
KOR,GDP,TOT,MLN_USD,A,1986,210868.183,
KOR,GDP,TOT,MLN_USD,A,1987,243576.231,
KOR,GDP,TOT,MLN_USD,A,1988,282397.397,
KOR,GDP,TOT,MLN_USD,A,1989,314225.056,
KOR,GDP,TOT,MLN_USD,A,1990,358187.125,
KOR,GDP,TOT,MLN_USD,A,1991,410211.322,
KOR,GDP,TOT,MLN_USD,A,1992,445566.679,
KOR,GDP,TOT,MLN_USD,A,1993,487498.211,
KOR,GDP,TOT,MLN_USD,A,1994,544057.83,
KOR,GDP,TOT,MLN_USD,A,1995,608871.842,
KOR,GDP,TOT,MLN_USD,A,1996,668944.044,
KOR,GDP,TOT,MLN_USD,A,1997,722468.659,
KOR,GDP,TOT,MLN_USD,A,1998,693124.625,
KOR,GDP,TOT,MLN_USD,A,1999,783492.526,
KOR,GDP,TOT,MLN_USD,A,2000,871475.638,
KOR,GDP,TOT,MLN_USD,A,2001,934349.292,
KOR,GDP,TOT,MLN_USD,A,2002,1019446.686,
KOR,GDP,TOT,MLN_USD,A,2003,1058222.737,
KOR,GDP,TOT,MLN_USD,A,2004,1143105.568,
KOR,GDP,TOT,MLN_USD,A,2005,1213618.157,
KOR,GDP,TOT,MLN_USD,A,2006,1302227.991,
KOR,GDP,TOT,MLN_USD,A,2007,1414985.951,
KOR,GDP,TOT,MLN_USD,A,2008,1468996.086,
KOR,GDP,TOT,MLN_USD,A,2009,1454994.406,
KOR,GDP,TOT,MLN_USD,A,2010,1572680.44,
KOR,GDP,TOT,MLN_USD,A,2011,1625275.456,
KOR,GDP,TOT,MLN_USD,A,2012,1684562.928,
KOR,GDP,TOT,MLN_USD,A,2013,1726902.753,
KOR,GDP,TOT,MLN_USD,A,2014,1792600.237,
KOR,GDP,TOT,MLN_USD,A,2015,1933588.947,
KOR,GDP,TOT,MLN_USD,A,2016,2026967.822,
KOR,GDP,TOT,MLN_USD,A,2017,2103651.26,
KOR,GDP,TOT,MLN_USD,A,2018,2235173.854,
KOR,GDP,TOT,MLN_USD,A,2019,2236414.029,
KOR,GDP,TOT,MLN_USD,A,2020,2348916.108,P
KOR,GDP,TOT,USD_CAP,A,1970,600.506995,
KOR,GDP,TOT,USD_CAP,A,1971,683.866885,
KOR,GDP,TOT,USD_CAP,A,1972,750.698124,
KOR,GDP,TOT,USD_CAP,A,1973,893.852097,
KOR,GDP,TOT,USD_CAP,A,1974,1048.844987,
KOR,GDP,TOT,USD_CAP,A,1975,1215.208903,
KOR,GDP,TOT,USD_CAP,A,1976,1428.597512,
KOR,GDP,TOT,USD_CAP,A,1977,1678.187382,
KOR,GDP,TOT,USD_CAP,A,1978,1962.941483,
KOR,GDP,TOT,USD_CAP,A,1979,2275.356423,
KOR,GDP,TOT,USD_CAP,A,1980,2402.301405,
KOR,GDP,TOT,USD_CAP,A,1981,2776.532293,
KOR,GDP,TOT,USD_CAP,A,1982,3144.913567,
KOR,GDP,TOT,USD_CAP,A,1983,3651.020351,
KOR,GDP,TOT,USD_CAP,A,1984,4130.54515,
KOR,GDP,TOT,USD_CAP,A,1985,4550.154481,
KOR,GDP,TOT,USD_CAP,A,1986,5116.42119,
KOR,GDP,TOT,USD_CAP,A,1987,5852.103004,
KOR,GDP,TOT,USD_CAP,A,1988,6718.788433,
KOR,GDP,TOT,USD_CAP,A,1989,7402.41363,
KOR,GDP,TOT,USD_CAP,A,1990,8355.387935,
KOR,GDP,TOT,USD_CAP,A,1991,9474.577826,
KOR,GDP,TOT,USD_CAP,A,1992,10184.84682,
KOR,GDP,TOT,USD_CAP,A,1993,11030.61911,
KOR,GDP,TOT,USD_CAP,A,1994,12187.12939,
KOR,GDP,TOT,USD_CAP,A,1995,13502.58004,
KOR,GDP,TOT,USD_CAP,A,1996,14693.99328,
KOR,GDP,TOT,USD_CAP,A,1997,15721.56197,
KOR,GDP,TOT,USD_CAP,A,1998,14974.49879,
KOR,GDP,TOT,USD_CAP,A,1999,16807.01302,
KOR,GDP,TOT,USD_CAP,A,2000,18538.87931,
KOR,GDP,TOT,USD_CAP,A,2001,19724.49424,
KOR,GDP,TOT,USD_CAP,A,2002,21396.71919,
KOR,GDP,TOT,USD_CAP,A,2003,22096.02308,
KOR,GDP,TOT,USD_CAP,A,2004,23773.59083,
KOR,GDP,TOT,USD_CAP,A,2005,25186.6381,
KOR,GDP,TOT,USD_CAP,A,2006,26884.4294,
KOR,GDP,TOT,USD_CAP,A,2007,29064.70197,
KOR,GDP,TOT,USD_CAP,A,2008,29945.89922,
KOR,GDP,TOT,USD_CAP,A,2009,29508.28276,
KOR,GDP,TOT,USD_CAP,A,2010,31736.70016,
KOR,GDP,TOT,USD_CAP,A,2011,32546.51773,
KOR,GDP,TOT,USD_CAP,A,2012,33557.03045,
KOR,GDP,TOT,USD_CAP,A,2013,34244.23949,
KOR,GDP,TOT,USD_CAP,A,2014,35324.2603,
KOR,GDP,TOT,USD_CAP,A,2015,37902.36102,
KOR,GDP,TOT,USD_CAP,A,2016,39575.30208,
KOR,GDP,TOT,USD_CAP,A,2017,40957.34706,
KOR,GDP,TOT,USD_CAP,A,2018,43311.44717,
KOR,GDP,TOT,USD_CAP,A,2019,43249.99573,
KOR,GDP,TOT,USD_CAP,A,2020,45362.50956,P
LUX,GDP,TOT,MLN_USD,A,1970,1859.13,E
LUX,GDP,TOT,MLN_USD,A,1971,2005.473,E
LUX,GDP,TOT,MLN_USD,A,1972,2230.21,E
LUX,GDP,TOT,MLN_USD,A,1973,2547.972,E
LUX,GDP,TOT,MLN_USD,A,1974,2894.248,E
LUX,GDP,TOT,MLN_USD,A,1975,2954.522,E
LUX,GDP,TOT,MLN_USD,A,1976,3196.119,E
LUX,GDP,TOT,MLN_USD,A,1977,3447.995,E
LUX,GDP,TOT,MLN_USD,A,1978,3840.909,E
LUX,GDP,TOT,MLN_USD,A,1979,4257.139,E
LUX,GDP,TOT,MLN_USD,A,1980,4680.721,E
LUX,GDP,TOT,MLN_USD,A,1981,5095.389,E
LUX,GDP,TOT,MLN_USD,A,1982,5471.401,E
LUX,GDP,TOT,MLN_USD,A,1983,5855.654,E
LUX,GDP,TOT,MLN_USD,A,1984,6442.265,E
LUX,GDP,TOT,MLN_USD,A,1985,6831.535,E
LUX,GDP,TOT,MLN_USD,A,1986,7664.907,E
LUX,GDP,TOT,MLN_USD,A,1987,8164.773,E
LUX,GDP,TOT,MLN_USD,A,1988,9168.162,E
LUX,GDP,TOT,MLN_USD,A,1989,10461.104,E
LUX,GDP,TOT,MLN_USD,A,1990,11430.054,E
LUX,GDP,TOT,MLN_USD,A,1991,12838.04,E
LUX,GDP,TOT,MLN_USD,A,1992,13369.539,E
LUX,GDP,TOT,MLN_USD,A,1993,14261.362,E
LUX,GDP,TOT,MLN_USD,A,1994,15122.454,E
LUX,GDP,TOT,MLN_USD,A,1995,15660.682,
LUX,GDP,TOT,MLN_USD,A,1996,16449.04,
LUX,GDP,TOT,MLN_USD,A,1997,17820.586,
LUX,GDP,TOT,MLN_USD,A,1998,18800.393,
LUX,GDP,TOT,MLN_USD,A,1999,21456.896,
LUX,GDP,TOT,MLN_USD,A,2000,24047.671,
LUX,GDP,TOT,MLN_USD,A,2001,24780.682,
LUX,GDP,TOT,MLN_USD,A,2002,26135.007,
LUX,GDP,TOT,MLN_USD,A,2003,27186.558,
LUX,GDP,TOT,MLN_USD,A,2004,29635.341,
LUX,GDP,TOT,MLN_USD,A,2005,31997.214,
LUX,GDP,TOT,MLN_USD,A,2006,37280.896,
LUX,GDP,TOT,MLN_USD,A,2007,40852.155,
LUX,GDP,TOT,MLN_USD,A,2008,44452.835,
LUX,GDP,TOT,MLN_USD,A,2009,43245.312,
LUX,GDP,TOT,MLN_USD,A,2010,45809.158,
LUX,GDP,TOT,MLN_USD,A,2011,48970.83,
LUX,GDP,TOT,MLN_USD,A,2012,51308.749,
LUX,GDP,TOT,MLN_USD,A,2013,54838.627,
LUX,GDP,TOT,MLN_USD,A,2014,58578.312,
LUX,GDP,TOT,MLN_USD,A,2015,61437.294,
LUX,GDP,TOT,MLN_USD,A,2016,65980.114,
LUX,GDP,TOT,MLN_USD,A,2017,68570.173,
LUX,GDP,TOT,MLN_USD,A,2018,71029.622,
LUX,GDP,TOT,MLN_USD,A,2019,72830.145,
LUX,GDP,TOT,MLN_USD,A,2020,74442.109,
LUX,GDP,TOT,USD_CAP,A,1970,5480.764875,E
LUX,GDP,TOT,USD_CAP,A,1971,5856.935374,E
LUX,GDP,TOT,USD_CAP,A,1972,6434.347174,E
LUX,GDP,TOT,USD_CAP,A,1973,7269.322744,E
LUX,GDP,TOT,USD_CAP,A,1974,8150.275447,E
LUX,GDP,TOT,USD_CAP,A,1975,8229.625186,E
LUX,GDP,TOT,USD_CAP,A,1976,8858.163404,E
LUX,GDP,TOT,USD_CAP,A,1977,9537.742406,E
LUX,GDP,TOT,USD_CAP,A,1978,10607.0037,E
LUX,GDP,TOT,USD_CAP,A,1979,11727.31237,E
